racenum,pos,hnum,finalOdds,temp,cond,finish_time,date,hname,jockey,trainer
7,5,6,2,-2,Good,119.2,2016-09-02,Bennett,Maverick,Ari
7,6,3,1.3,-2,Good,119.4,2016-09-02,Clyde,Jamie,Charity
7,7,5,6.35,-2,Good,120.4,2016-09-02,Elisha,Zayden,Alfredo
7,8,2,16.1,-2,Good,122.1,2016-09-02,Elisa,Simone,Dallas
7,9,1,12.7,-2,Good,123.3,2016-09-02,Olivia,Doris,Amiya
8,1,2,7.7,-2,Good,117.4,2016-09-02,Osvaldo,Harlan,Emmanuel
8,2,7,4.8,-2,Good,117.4,2016-09-02,Kyree,Maritza,Winter
8,3,3,2.2,-2,Good,118.1,2016-09-02,Theresa,Abigail,Winter
8,4,6,14.55,-2,Good,118.3,2016-09-02,Blaze,Ford,Penelope
8,5,4,2.15,-2,Good,118.3,2016-09-02,Kora,Emilie,Trevor
8,6,5,2.25,-2,Good,119,2016-09-02,Nylah,Zayden,Marshall
8,7,1,24.55,-2,Good,120.1,2016-09-02,Haley,Chaya,Dwayne
9,1,1,4.05,-2,Good,119.3,2016-09-02,Brynn,Chaya,Trevor
9,2,6,2.2,-2,Good,119.3,2016-09-02,Amaya,Jamie,Charity
9,3,7,3.2,-2,Good,120.2,2016-09-02,Dante,Emilie,Rachel
9,4,2,31.75,-2,Good,120.2,2016-09-02,Max,Doris,Abby
9,5,3,13,-2,Good,120.3,2016-09-02,Kaliyah,Kylan,Rodolfo
9,6,4,13.8,-2,Good,121,2016-09-02,Lane,Maritza,Dwayne
9,7,8,49.95,-2,Good,121.3,2016-09-02,Jesus,Harlan,Ford
9,8,5,1.55,-2,Good,124,2016-09-02,Jedidiah,Zayden,Trevor
10,1,2,2.3,-2,Good,116.1,2016-09-02,Leon,Harlan,Desiree
10,2,6,14.6,-2,Good,116.2,2016-09-02,Giselle,Zayden,Trevor
10,3,4,6.4,-2,Good,116.3,2016-09-02,Shiloh,Emilie,Rachel
10,4,5,3.65,-2,Good,116.3,2016-09-02,Albert,Doris,Abby
10,5,7,2.5,-2,Good,116.4,2016-09-02,Bodie,Jamie,Charity
10,6,8,90.6,-2,Good,116.4,2016-09-02,Brody,Ford,Hailee
10,7,1,40,-2,Good,117,2016-09-02,Tania,Maritza,Matteo
10,8,3,3.3,-2,Good,117,2016-09-02,Felix,Chaya,Griffin
10,9,9,17.85,-2,Good,117,2016-09-02,Hanna,Abigail,Braydon
11,1,2,8.7,-2,Good,119.4,2016-09-02,Nathaniel,Kylan,Rodolfo
11,2,7,6.6,-2,Good,119.4,2016-09-02,Derrick,Doris,Abby
11,3,4,23.2,-2,Good,120.1,2016-09-02,Brenda,Maverick,Kehlani
11,4,8,23.95,-2,Good,120.2,2016-09-02,Natasha,Chaya,Griffin
11,5,1,1.75,-2,Good,120.3,2016-09-02,Hannah,Emilie,Rachel
11,6,9,23.95,-2,Good,120.3,2016-09-02,Axel,Gilbert,Amya
11,7,5,32.15,-2,Good,120.4,2016-09-02,Jurnee,Harlan,Sarai
11,8,3,4.35,-2,Good,123.1,2016-09-02,Davis,Jamie,Wayne
11,9,6,1.6,-2,Good,123.3,2016-09-02,Bailey,Legend,Pedro
12,1,2,56.75,-2,Good,118.1,2016-09-02,Hadlee,Zayden,Anastasia
12,2,3,1.6,-2,Good,118.1,2016-09-02,Cayden,Harlan,Carlos
12,3,6,61.6,-2,Good,118.1,2016-09-02,Kyson,Anya,Luciana
12,4,7,3.15,-2,Good,118.2,2016-09-02,Caden,Legend,Charity
12,5,9,6.9,-2,Good,118.3,2016-09-02,Cory,Doris,Abby
12,6,1,39.3,-2,Good,118.4,2016-09-02,Terrance,Bodie,Nalani
12,7,5,29.15,-2,Good,118.4,2016-09-02,Wallace,Darren,Humphrey
12,8,8,5,-2,Good,118.4,2016-09-02,Noemi,Jamie,Kieran
12,9,4,2.2,-2,Good,119.2,2016-09-02,Jase,Maritza,Winter
1,1,3,3.1,3,Fast,119.2,2016-09-09,Yahir,Amira,Kieran
1,2,6,5.45,3,Fast,119.2,2016-09-09,Martha,Dayton,Marco
1,3,2,2.85,3,Fast,119.3,2016-09-09,Jadon,Doris,Easton
1,4,4,1.15,3,Fast,119.3,2016-09-09,Deandre,Emilie,Kiera
1,5,5,5.45,3,Fast,120,2016-09-09,Elisha,Zayden,Alfredo
1,6,1,20.3,3,Fast,120.3,2016-09-09,Kirsten,Darren,Kinslee
2,1,6,0.9,3,Fast,120.4,2016-09-09,Micheal,Joziah,Drake
2,2,1,3.35,3,Fast,121,2016-09-09,Joziah,Anya,Luciana
2,3,5,3.7,3,Fast,121,2016-09-09,Emery,Amira,Kieran
2,4,2,5.2,3,Fast,123.1,2016-09-09,Danny,Abigail,Braydon
2,5,3,15.8,3,Fast,123.4,2016-09-09,Karina,Ford,Penelope
2,6,4,17,3,Fast,124.1,2016-09-09,Marco,Aylin,Kieran
2,7,7,10.65,3,Fast,126,2016-09-09,Mikayla,Harlan,Ford
3,1,4,0.1,3,Fast,118.2,2016-09-09,Wayne,Chaya,Alani
3,2,3,5.9,3,Fast,118.3,2016-09-09,Alaia,Maritza,Winter
3,3,2,5.85,3,Fast,119,2016-09-09,Elian,Zayden,Kieran
3,4,1,63.6,3,Fast,119,2016-09-09,Eugene,Doris,Abby
3,5,8,24.25,3,Fast,119.3,2016-09-09,Rhett,Emilie,Sylvia
3,6,6,12.9,3,Fast,119.4,2016-09-09,Cassius,Finnegan,Raegan
3,7,7,84.6,3,Fast,120,2016-09-09,Itzel,Bodie,Emory
3,8,5,83.8,3,Fast,120.1,2016-09-09,Ansley,Aspen,Sophie
4,1,4,0.95,3,Fast,119.3,2016-09-09,Ruby,Maritza,Winter
4,2,3,3.4,3,Fast,120,2016-09-09,Robin,Doris,Abby
4,3,5,1.7,3,Fast,120.1,2016-09-09,Hannah,Emilie,Rachel
4,4,2,7.25,3,Fast,120.2,2016-09-09,Jurnee,Harlan,Sarai
4,5,1,11.15,3,Fast,120.2,2016-09-09,Luciana,Anya,Luciana
4,6,6,55.6,3,Fast,120.2,2016-09-09,Tadeo,Darren,Eric
5,1,5,0.65,3,Fast,114.4,2016-09-09,Lacey,Chaya,Winter
5,2,2,29.05,3,Fast,116,2016-09-09,Magnolia,Maverick,Kieran
5,3,6,5.9,3,Fast,116.1,2016-09-09,Scott,Jamie,Tatiana
5,4,8,6.15,3,Fast,116.3,2016-09-09,Nathalie,Harlan,Tiffany
5,5,9,30.4,3,Fast,117.2,2016-09-09,Kamden,Joziah,Adley
5,6,1,39.7,3,Fast,117.4,2016-09-09,Lillianna,Abigail,Braydon
5,7,7,17.7,3,Fast,118,2016-09-09,Fernando,Emilie,Ryder
5,8,4,2.65,3,Fast,118.1,2016-09-09,Prudence,Azaria,Etta
5,9,3,35.05,3,Fast,118.4,2016-09-09,Krew,Cruz,Skye
6,1,5,2.4,3,Fast,117.1,2016-09-09,Chad,Jamie,Kieran
6,2,2,4.15,3,Fast,117.4,2016-09-09,Bartholomew,Abigail,Winter
6,3,1,2.1,3,Fast,117.4,2016-09-09,Vicente,Doris,Abby
6,4,7,10.75,3,Fast,118,2016-09-09,Cruz,Maritza,Winter
6,5,4,12.15,3,Fast,119.3,2016-09-09,Nayeli,Zayden,Jayden
6,6,6,2.4,3,Fast,119.4,2016-09-09,Sky,Legend,Charity
7,1,7,1.5,3,Fast,116.2,2016-09-09,Osvaldo,Harlan,Emmanuel
7,3,6,4.7,3,Fast,116.4,2016-09-09,Nylah,Zayden,Marshall
7,4,5,2.85,3,Fast,116.4,2016-09-09,Kora,Emilie,Trevor
7,5,1,2.7,3,Fast,117,2016-09-09,Alexzander,Marvin,Carlos
7,6,3,19.9,3,Fast,118,2016-09-09,Arianna,Doris,Yael
7,7,4,7.1,3,Fast,118.3,2016-09-09,Haley,Amira,Dwayne
8,1,1,0.35,3,Fast,116.4,2016-09-09,Ramona,Abigail,Kieran
8,2,9,4.3,3,Fast,118.4,2016-09-09,Ayleen,Marvin,Rosamund
8,3,3,15.75,3,Fast,118.4,2016-09-09,Lisa,Darren,Kinslee
8,4,6,27.25,3,Fast,119,2016-09-09,Malaya,Zayden,Anson
8,5,5,7.4,3,Fast,119,2016-09-09,Damon,Amira,Kieran
8,6,8,24.4,3,Fast,119.1,2016-09-09,Lucca,Harlan,Itzayana
8,7,7,9.95,3,Fast,119.1,2016-09-09,Clyde,Jamie,Charity
8,8,4,19.2,3,Fast,119.2,2016-09-09,Princess,Emilie,Rachel
8,9,2,74.6,3,Fast,119.2,2016-09-09,Camilo,Chaya,Wesley
9,1,4,0.8,3,Fast,119.1,2016-09-09,Brynn,Chaya,Trevor
9,2,8,8.5,3,Fast,119.4,2016-09-09,Derrick,Doris,Abby
9,3,6,6.15,3,Fast,120,2016-09-09,Dante,Emilie,Rachel
9,4,2,74.1,3,Fast,120.1,2016-09-09,Issac,Maritza,Dwayne
9,5,7,40.15,3,Fast,120.2,2016-09-09,Lane,Abigail,Dwayne
9,6,1,21.25,3,Fast,120.3,2016-09-09,Aislinn,Zayden,Dallas
9,7,3,3.55,3,Fast,122.2,2016-09-09,Jedidiah,Harlan,Reuben
10,1,5,4.6,3,Fast,115,2016-09-09,Daniela,Maritza,Winter
10,2,1,2.5,3,Fast,115.2,2016-09-09,Brody,Harlan,Hailee
10,3,7,11.55,3,Fast,116.1,2016-09-09,Marleigh,Zayden,Trevor
10,4,6,11.9,3,Fast,116.2,2016-09-09,Andy,Maverick,Kieran
10,5,2,7.5,3,Fast,116.2,2016-09-09,Felix,Chaya,Griffin
10,6,3,14.35,3,Fast,116.2,2016-09-09,Hanna,Abigail,Braydon
10,7,9,1.75,3,Fast,116.2,2016-09-09,Shiloh,Emilie,Rachel
10,8,4,18.15,3,Fast,116.3,2016-09-09,Blaze,Ford,Penelope
10,9,8,8.55,3,Fast,116.4,2016-09-09,Albert,Doris,Abby
11,1,1,0.35,3,Fast,118.1,2016-09-09,Noemi,Jamie,Kieran
11,2,5,18.65,3,Fast,119.1,2016-09-09,Laney,Bodie,Nalani
11,3,2,1.65,3,Fast,119.2,2016-09-09,Leanna,Aylin,Kieran
11,4,4,14.4,3,Fast,119.3,2016-09-09,Armando,Bartholomew,Soren
11,5,3,31.4,3,Fast,120,2016-09-09,Musa,Chaya,Cristina
11,6,6,16.35,3,Fast,120.2,2016-09-09,Major,Caroline,Lucy
12,1,7,2,3,Fast,120.2,2016-09-09,Natasha,Chaya,Griffin
12,2,2,4.5,3,Fast,120.2,2016-09-09,Billy,Zayden,Anson
12,3,3,12.7,3,Fast,121.2,2016-09-09,Axel,Gilbert,Amya
12,4,4,2.55,3,Fast,121.4,2016-09-09,Jaxtyn,Bartholomew,Dallas
12,5,1,2.65,3,Fast,121.4,2016-09-09,Max,Doris,Abby
12,6,6,14.9,3,Fast,121.4,2016-09-09,Jesus,Harlan,Ford
12,7,5,7.6,3,Fast,122,2016-09-09,Harlee,Jayceon,Alina
13,1,1,1.45,3,Fast,115.4,2016-09-09,Zayd,Emilie,Trevor
13,2,9,13.35,3,Fast,117.1,2016-09-09,Jase,Maritza,Winter
13,3,5,10.95,3,Fast,118.1,2016-09-09,Kyson,Anya,Luciana
13,4,2,4.55,3,Fast,118.3,2016-09-09,Cory,Doris,Abby
13,5,3,4.25,3,Fast,119.1,2016-09-09,Vada,Abigail,Braydon
13,6,6,8.5,3,Fast,120.4,2016-09-09,Hadlee,Zayden,Anastasia
13,7,7,2.95,3,Fast,120.4,2016-09-09,Cayden,Marvin,Carlos
13,8,4,28,3,Fast,121,2016-09-09,Terrance,Bodie,Nalani
1,1,3,0.9,-2,Fast,119.1,2016-09-16,Bellamy,Chaya,Rosamund
1,2,7,10.05,-2,Fast,119.3,2016-09-16,Leanna,Aylin,Kieran
1,3,1,1.25,-2,Fast,119.3,2016-09-16,Haley,Maritza,Dwayne
1,4,4,14.2,-2,Fast,119.4,2016-09-16,Major,Bartholomew,Lucy
1,5,5,21.55,-2,Fast,120,2016-09-16,Allie,Doris,Abby
1,6,2,6.1,-2,Fast,120.2,2016-09-16,Gabriella,Jamie,Giles
1,7,6,56.6,-2,Fast,120.3,2016-09-16,Marion,Valentin,Maritza
2,1,3,1.35,-2,Fast,120.4,2016-09-16,Derrick,Doris,Abby
2,2,4,21.4,-2,Fast,120.4,2016-09-16,Axel,Gilbert,Amya
2,3,5,6.3,-2,Fast,121.1,2016-09-16,Jace,Emilie,Reuben
2,4,7,17.5,-2,Fast,121.1,2016-09-16,Kaliyah,Kylan,Rodolfo
2,5,9,31.6,-2,Fast,121.1,2016-09-16,Lylah,Maverick,Judah
2,6,1,4.3,-2,Fast,121.1,2016-09-16,Billy,Zayden,Anson
2,7,8,24.05,-2,Fast,122.2,2016-09-16,Jesus,Harlan,Ford
2,8,2,1.65,-2,Fast,123,2016-09-16,Ruby,Maritza,Winter
2,9,6,34.35,-2,Fast,123.2,2016-09-16,Jaxtyn,Bartholomew,Dallas
3,1,7,0.2,-2,Fast,116.4,2016-09-16,Ramona,Abigail,Kieran
3,2,5,19.8,-2,Fast,117.4,2016-09-16,Lisa,Darren,Kinslee
3,3,2,15.4,-2,Fast,117.4,2016-09-16,Lucca,Harlan,Itzayana
3,4,3,10.5,-2,Fast,118,2016-09-16,Damon,Amira,Kieran
3,5,9,11.55,-2,Fast,118.4,2016-09-16,Clyde,Jamie,Charity
3,6,8,68.6,-2,Fast,118.4,2016-09-16,Bennett,Maverick,Ari
3,7,6,4.65,-2,Fast,119,2016-09-16,Ayleen,Bartholomew,Rosamund
3,8,4,68.6,-2,Fast,119,2016-09-16,Alma,Evan,Deandre
3,9,1,48.65,-2,Fast,119.1,2016-09-16,Camilo,Chaya,Wesley
4,1,4,1.9,-2,Fast,122.1,2016-09-16,Finnegan,Doris,Abby
4,2,3,5.5,-2,Fast,122.1,2016-09-16,Robin,Chaya,Abby
4,3,6,2.2,-2,Fast,122.3,2016-09-16,Amaya,Jamie,Charity
4,4,1,10.45,-2,Fast,122.4,2016-09-16,Jurnee,Harlan,Sarai
4,5,2,1.7,-2,Fast,122.3,2016-09-16,Hannah,Emilie,Rachel
4,6,5,16.9,-2,Fast,123,2016-09-16,Ellison,Aylin,Kieran
5,1,2,3.45,-2,Fast,117.2,2016-09-16,Ryan,Maritza,Winter
5,2,5,2.6,-2,Fast,117.4,2016-09-16,Jemma,Emilie,Eric
5,3,4,1.5,-2,Fast,118.1,2016-09-16,Kieran,Zayden,Trevor
5,4,6,2.9,-2,Fast,118.1,2016-09-16,Anderson,Maverick,Nash
5,5,1,26.6,-2,Fast,118.3,2016-09-16,Martha,Dayton,Marco
5,6,3,16,-2,Fast,119,2016-09-16,Yahir,Amira,Kieran
5,7,9,33.7,-2,Fast,119.3,2016-09-16,Joyce,Darren,Allyson
5,8,8,30.8,-2,Fast,119.4,2016-09-16,Jadon,Doris,Easton
5,9,7,79.6,-2,Fast,120,2016-09-16,Kylee,Bartholomew,Deandre
6,1,7,18.5,-2,Fast,118.2,2016-09-16,Brooklynn,Kylan,Jacqueline
6,2,3,6.7,-2,Fast,119,2016-09-16,Bartholomew,Abigail,Winter
6,3,1,41,-2,Fast,119.4,2016-09-16,Natasha,Chaya,Griffin
6,4,4,1.35,-2,Fast,120,2016-09-16,Chad,Jamie,Kieran
6,5,2,6.95,-2,Fast,120.1,2016-09-16,Vicente,Doris,Abby
6,6,5,11.8,-2,Fast,120.2,2016-09-16,Sky,Legend,Charity
6,7,6,4.8,-2,Fast,120.3,2016-09-16,Cruz,Maritza,Winter
6,8,8,2.15,-2,Fast,121.1,2016-09-16,Julia,Emilie,Reuben
7,1,3,8.3,-2,Fast,114.3,2016-09-16,Albert,Doris,Abby
7,2,7,4.25,-2,Fast,114.3,2016-09-16,Bodie,Jamie,Charity
7,3,4,11.75,-2,Fast,114.4,2016-09-16,Andy,Abigail,Kieran
7,4,5,0.95,-2,Fast,114.4,2016-09-16,Daniela,Maritza,Winter
7,5,9,7.8,-2,Fast,115,2016-09-16,Brody,Harlan,Hailee
7,6,6,4.2,-2,Fast,115.2,2016-09-16,Leon,Bartholomew,Desiree
7,7,8,19.3,-2,Fast,115.4,2016-09-16,Giselle,Zayden,Trevor
7,8,2,15.65,-2,Fast,115.4,2016-09-16,Shiloh,Emilie,Rachel
7,9,1,52.6,-2,Fast,121.4,2016-09-16,Kiley,Kiara,Kylan
8,1,7,2.65,-2,Fast,117,2016-09-16,Kyree,Maritza,Winter
8,2,5,10.8,-2,Fast,117.1,2016-09-16,Blaze,Ford,Penelope
8,3,10,2.95,-2,Fast,117.1,2016-09-16,Kora,Zayden,Trevor
8,4,1,12.6,-2,Fast,117.2,2016-09-16,Theresa,Chaya,Winter
8,5,8,2.1,-2,Fast,117.2,2016-09-16,Osvaldo,Harlan,Emmanuel
8,6,2,55.6,-2,Fast,117.3,2016-09-16,Lillianna,Amira,Braydon
8,7,9,9.65,-2,Fast,117.4,2016-09-16,Zayd,Emilie,Trevor
8,8,6,4.55,-2,Fast,118.1,2016-09-16,Tania,Jamie,Matteo
8,9,3,40.25,-2,Fast,122.2,2016-09-16,Alexzander,Bartholomew,Carlos
9,1,6,11.8,-2,Fast,121.2,2016-09-16,Aislinn,Zayden,Dallas
9,2,1,0.55,-2,Fast,121.3,2016-09-16,Nathaniel,Kylan,Rodolfo
9,3,5,11.85,-2,Fast,121.3,2016-09-16,Arthur,Bartholomew,Kieran
9,4,2,16.05,-2,Fast,121.4,2016-09-16,Yehuda,Dayton,Porter
9,5,7,6.7,-2,Fast,122,2016-09-16,Elianna,Emilie,Trevor
9,6,8,40.8,-2,Fast,122.2,2016-09-16,Issac,Maritza,Dwayne
9,7,4,2.2,-2,Fast,126,2016-09-16,Reece,Doris,Abby
10,1,8,1.85,-2,Fast,117.3,2016-09-16,Triston,Emilie,Trevor
10,2,7,10,-2,Fast,117.4,2016-09-16,Lachlan,Ford,Penelope
10,3,1,1.1,-2,Fast,117.4,2016-09-16,Jase,Maritza,Winter
10,4,5,9.05,-2,Fast,118,2016-09-16,Cory,Doris,Abby
10,5,6,62.6,-2,Fast,118.3,2016-09-16,Armando,Bartholomew,Soren
10,6,3,36.35,-2,Fast,118.4,2016-09-16,Laney,Bodie,Nalani
10,7,2,41.25,-2,Fast,118.4,2016-09-16,Sincere,Maverick,Deandre
10,8,9,24.3,-2,Fast,119.1,2016-09-16,Vada,Abigail,Braydon
10,9,4,4,-2,Fast,125,2016-09-16,Cayden,Harlan,Carlos
1,1,6,8.25,-4,Sloppy,129,2016-09-19,Malaya,Chaya,Anson
1,2,5,1.5,-4,Sloppy,129.2,2016-09-19,Elian,Zayden,Kieran
1,3,3,40.95,-4,Sloppy,130.2,2016-09-19,Geoffrey,Maverick,Judah
1,4,2,6.15,-4,Sloppy,130.3,2016-09-19,Eugene,Doris,Abby
1,5,4,32.95,-4,Sloppy,131.2,2016-09-19,Elisa,Bartholomew,Dallas
2,1,7,1.8,-4,Sloppy,130.1,2016-09-19,Billy,Zayden,Anson
2,2,4,4,-4,Sloppy,130.2,2016-09-19,Emery,Amira,Kieran
2,3,8,5.75,-4,Sloppy,131.1,2016-09-19,Ember,Finnegan,Raegan
2,4,6,18.05,-4,Sloppy,131.3,2016-09-19,Amani,Maverick,Judah
2,5,9,7.4,-4,Sloppy,132,2016-09-19,Marco,Jamie,Kieran
2,6,3,1.85,-4,Sloppy,132.2,2016-09-19,Kayson,Emilie,Conrad
3,1,6,2.6,-4,Heavy,122.1,2016-09-19,Hanna,Abigail,Braydon
3,2,2,0.4,-4,Heavy,123,2016-09-19,Lacey,Chaya,Winter
3,3,7,28.3,-4,Heavy,123.4,2016-09-19,Pamela,Zayden,Anastasia
3,4,1,6.35,-4,Heavy,124,2016-09-19,Scott,Jamie,Tatiana
3,5,3,4.8,-4,Heavy,124,2016-09-19,Prudence,Bartholomew,Etta
4,1,4,0.85,-4,Heavy,124.2,2016-09-19,Ryan,Maritza,Winter
4,2,3,2.2,-4,Heavy,125.4,2016-09-19,Keanu,Zayden,Trevor
4,3,1,10.5,-4,Heavy,125.4,2016-09-19,Joyce,Darren,Allyson
4,4,5,5.45,-4,Heavy,126.3,2016-09-19,Jemma,Emilie,Eric
4,5,6,12.8,-4,Heavy,127.3,2016-09-19,Yahir,Amira,Kieran
4,6,7,33.1,-4,Heavy,128.2,2016-09-19,Martha,Dayton,Marco
4,7,2,6.5,-4,Heavy,128.3,2016-09-19,Christina,Chaya,Ian
5,1,5,2.35,-4,Heavy,122.3,2016-09-19,Lillianna,Amira,Braydon
5,2,6,1.8,-4,Heavy,124.3,2016-09-19,Magnolia,Maverick,Kieran
5,3,8,14.45,-4,Heavy,125,2016-09-19,Humphrey,Harlan,Yareli
5,4,4,7.75,-4,Heavy,127.2,2016-09-19,Alaia,Maritza,Winter
5,5,1,74.6,-4,Heavy,128.2,2016-09-19,Ansley,Aspen,Sophie
5,6,9,1.4,-4,Heavy,132.3,2016-09-19,Wayne,Chaya,Alani
5,7,2,18.75,-4,Heavy,132.4,2016-09-19,Rhett,Emilie,Sylvia
5,8,3,42.1,-4,Heavy,133.3,2016-09-19,Itzel,Jazlynn,Emory
6,1,7,1.65,-4,Heavy,123.2,2016-09-19,Vicente,Doris,Abby
6,2,5,3.85,-4,Heavy,123.3,2016-09-19,Sky,Legend,Charity
6,3,1,1.75,-4,Heavy,124.4,2016-09-19,Brynn,Chaya,Trevor
6,4,4,16.65,-4,Heavy,125.1,2016-09-19,Nayeli,Abigail,Jayden
6,5,2,9.2,-4,Heavy,125.4,2016-09-19,Dante,Emilie,Rachel
6,6,6,6.75,-4,Heavy,126,2016-09-19,Nathaniel,Zayden,Trevor
6,7,3,9.55,-4,Heavy,126.3,2016-09-19,Lane,Maritza,Dwayne
7,1,5,2.5,-4,Heavy,125,2016-09-19,Kylee,Zayden,Trevor
7,2,2,1.65,-4,Heavy,125.2,2016-09-19,Anderson,Maverick,Nash
7,3,8,1.55,-4,Heavy,127.3,2016-09-19,Deandre,Harlan,Kiera
7,4,4,2.65,-4,Heavy,128.4,2016-09-19,Princess,Emilie,Rachel
8,1,8,4.2,-4,Heavy,123.3,2016-09-19,Zayd,Emilie,Trevor
8,2,3,0.7,-4,Heavy,123.3,2016-09-19,Lachlan,Ford,Penelope
8,3,6,27.9,-4,Heavy,124,2016-09-19,Wallace,Darren,Humphrey
8,4,2,24.7,-4,Heavy,124.1,2016-09-19,Terrance,Bodie,Nalani
8,5,9,3.9,-4,Heavy,125.1,2016-09-19,Leanna,Jamie,Kieran
8,6,5,6.85,-4,Heavy,125.1,2016-09-19,Hadlee,Harlan,Anastasia
8,7,7,6,-4,Heavy,128.1,2016-09-19,Noemi,Zayden,Kieran
1,1,2,0.2,8,Fast,116.3,2016-09-23,Ramona,Emilie,Trevor
1,2,5,16.2,8,Fast,116.4,2016-09-23,Bennett,Maverick,Ari
1,3,4,4.6,8,Fast,117,2016-09-23,Lisa,Darren,Kinslee
1,4,1,4.35,8,Fast,117.2,2016-09-23,Damon,Amira,Kieran
2,1,1,6,8,Fast,119.2,2016-09-23,Elianna,Emilie,Trevor
2,2,5,3.55,8,Fast,119.3,2016-09-23,Arthur,Bartholomew,Kieran
2,3,6,2.15,8,Fast,120,2016-09-23,Finnegan,Chaya,Abby
2,4,3,6.3,8,Fast,120.2,2016-09-23,Yehuda,Dayton,Porter
2,5,2,27.35,8,Fast,121.1,2016-09-23,Addyson,Elena,Promise
2,6,4,1.4,8,Fast,125.3,2016-09-23,Aislinn,Zayden,Dallas
3,1,4,2.6,8,Fast,117.3,2016-09-23,Anderson,Maverick,Nash
3,2,3,1.05,8,Fast,117.3,2016-09-23,Kylee,Chaya,Trevor
3,3,8,1.95,8,Fast,118.1,2016-09-23,Pamela,Zayden,Anastasia
3,4,1,16.3,8,Fast,118.4,2016-09-23,Jadon,Doris,Easton
3,5,2,9.75,8,Fast,119,2016-09-23,Simone,Maritza,Dwayne
3,6,5,28.15,8,Fast,119.3,2016-09-23,Sharon,Doris,Abby
3,7,6,27,8,Fast,121.4,2016-09-23,Kirsten,Darren,Kinslee
4,1,1,10.65,8,Fast,118.3,2016-09-23,Ellison,Jamie,Kieran
4,2,2,0.45,8,Fast,119,2016-09-23,Robin,Doris,Abby
4,3,3,2.75,8,Fast,119.1,2016-09-23,Hannah,Emilie,Rachel
4,4,4,6.3,8,Fast,119.2,2016-09-23,Jurnee,Harlan,Sarai
4,5,5,11.6,8,Fast,120.1,2016-09-23,Luciana,Anya,Luciana
4,6,6,13.95,8,Fast,121.2,2016-09-23,Tadeo,Darren,Eric
5,1,2,0.4,8,Fast,116.4,2016-09-23,Jase,Emilie,Trevor
5,2,3,3.75,8,Fast,117,2016-09-23,Leanna,Jamie,Kieran
5,3,5,38.65,8,Fast,118.2,2016-09-23,Armando,Bartholomew,Soren
5,4,6,4.7,8,Fast,118.3,2016-09-23,Cory,Doris,Abby
5,5,7,60.6,8,Fast,118.4,2016-09-23,Vada,Abigail,Braydon
5,6,4,8.45,8,Fast,119,2016-09-23,Cayden,Amira,Carlos
5,7,8,26.95,8,Fast,119.3,2016-09-23,Jabari,Chaya,Liam
5,8,1,17.75,8,Fast,119.3,2016-09-23,Laney,Bodie,Nalani
6,1,2,10.6,8,Fast,118,2016-09-23,Natasha,Chaya,Griffin
6,2,7,0.65,8,Fast,118,2016-09-23,Brooklynn,Kylan,Jacqueline
6,3,3,3.5,8,Fast,118.1,2016-09-23,Bartholomew,Abigail,Winter
6,4,4,1.85,8,Fast,118.1,2016-09-23,Chad,Jamie,Kieran
6,5,1,14.95,8,Fast,122.2,2016-09-23,Annalee,Maritza,Dwayne
7,1,1,6.1,8,Fast,115.1,2016-09-23,Theresa,Abigail,Winter
7,2,3,2.55,8,Fast,115.4,2016-09-23,Mason,Bartholomew,Desiree
7,3,5,2,8,Fast,116.1,2016-09-23,Triston,Emilie,Trevor
7,4,2,20.5,8,Fast,116.3,2016-09-23,Kyson,Anya,Luciana
7,5,6,2.1,8,Fast,116.4,2016-09-23,Nylah,Zayden,Marshall
7,6,7,8.2,8,Fast,117,2016-09-23,Blaze,Ford,Penelope
7,7,4,44.7,8,Fast,117,2016-09-23,Arianna,Doris,Yael
7,8,9,27.1,8,Fast,117.1,2016-09-23,Winter,Doris,Easton
7,9,8,33.4,8,Fast,118.4,2016-09-23,Tania,Jamie,Matteo
8,1,1,0.65,8,Fast,121.1,2016-09-23,Lylah,Maverick,Judah
8,2,4,21.4,8,Fast,121.1,2016-09-23,Jaxtyn,Bartholomew,Dallas
8,3,2,2.65,8,Fast,121.1,2016-09-23,Jace,Emilie,Reuben
8,4,5,3.9,8,Fast,121.3,2016-09-23,Kaliyah,Kylan,Rodolfo
8,5,3,24.9,8,Fast,122.1,2016-09-23,Roy,Abigail,Braydon
8,6,6,9.55,8,Fast,122.4,2016-09-23,Brenda,Zayden,Kehlani
8,7,8,43.3,8,Fast,122.4,2016-09-23,Issac,Maritza,Dwayne
8,8,7,26.35,8,Fast,127.1,2016-09-23,Max,Doris,Abby
9,1,6,0.4,8,Fast,116.2,2016-09-23,Alexzander,Harlan,Carlos
9,2,4,11.55,8,Fast,117.2,2016-09-23,Allie,Doris,Abby
9,3,2,9.4,8,Fast,117.2,2016-09-23,Gabriella,Jamie,Giles
9,4,1,3.15,8,Fast,118,2016-09-23,Lauryn,Maritza,Dwayne
9,5,3,6.55,8,Fast,118.1,2016-09-23,Major,Bartholomew,Lucy
9,6,7,40.15,8,Fast,119.2,2016-09-23,Musa,Chaya,Cristina
9,7,5,24.65,8,Fast,119.2,2016-09-23,Liana,Zayden,Camila
10,1,6,3.7,8,Fast,114,2016-09-23,Albert,Doris,Abby
10,2,5,0.85,8,Fast,114.2,2016-09-23,Daniela,Maritza,Winter
